Population code,Species,Reidentification,Reidentifier,Notes,Collector + number,Provider identifier,Locality,Country,State,County,Latitude,Longitude,GPS source,,# individuals,Verbatim latitude,Verbatim longitude,Provider acronym,,Qubit 1,Qubit 2,Qubit average,Qubit 1 (Cleaned),Qubit 2 (Cleaned) ,Qubit average (Cleaneed,Cleaned to 50𝜇l,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of TE to add,Library made,Note
E77,Symphyotrichum georgianum,,,Low QC,Hoener 1320,UNA00045091,"Road shoulder, south side of the road just west of the old rail-road bridge abundant between Kellerman P.O. and County Rd. #59.",,AL,Tuscaloosa,33.2095614,-87.5675258,County centroid,,1,,,UNA,,17.7,17.2,17.45,,,,,2146.35,28.65329513,Vacuum centrifuge then add 25 uL,,
E78,Symphyotrichum georgianum,,,,Hoener 1133,UNA00045089,Abandoned coal strip mine sporl bank. West of Co. Rd 59 near Kellerman turn off. T19S-R8W-sec 36,,AL,Tuscaloosa,33.2095614,-87.5675258,County centroid,,1,,,UNA,,8.53,8.57,8.55,,,,,1051.65,58.47953216,Vacuum centrifuge then add 25 uL,,
E79,Symphyotrichum georgianum,,,,Allison 7318,UNA00057775,"Ca. 7.7 mi. NNE of Centreville, ca. 0.25 mi. W of the mouth of Pratt creek. Beside dirt road, just W of ""Westside East Glade,"" a Ketona Dolomite outcrop ca. 0.1 mi. N or W of Pratt Creek. ",,AL,Bibb,32.971079,-87.1227088,County centroid,,1,,,UNA,,18.9,18.5,18.7,,,,,2300.1,26.73796791,Vacuum centrifuge then add 25 uL,,
E80,Symphyotrichum georgianum,,,,Spaulding 11639,UNA00059878,Woodland border near Laney off CR-64. Coosa Valley district of the Ridge & Valley province. Flowers blue; long rhizomes. Vernacular name: Georgia Aster. ,,AL,Calhoun,33.8947222,-84.084167,SERNEC,,1,33.8947222,-84.084167,UNA,,20.3,19.5,19.9,,,,Yes,2447.7,25.12562814,Vacuum centrifuge then add 25 uL,,
E81,Symphyotrichum georgianum,,,,Spaulding 12767,UNA00069112,Upland Clearing under power lines near Muddy Prong Creek down from Straight Ridge. North of Westover and north of the junction of CR-471 & SR-280. Cahaba Ridges district of the Valley & Ridge province. Vernacular name: Georgia Aster. Elevation 491 feet. ,,AL,Shelby,33.3986111,-85.482222,SERNEC,,1,33.3986111,-85.482222,UNA,,27,27,27,,,,,3321,18.51851852,6.481481481,,
E82,Symphyotrichum novae-angliae,,,,Keener 4004,UNA00068655,Margin of roadside. Typical prairie like soil. Along fence line. 3.5 air mi. E of Uniontown. Along US Hwy 80 about 1 mi. W of Taylor Road. ,,AL,Perry,32.4502778,-86.546944,SERNEC,,1,32.4502778,-86.546944,UNA,,9.12,8.55,8.835,,,,Yes,424.08,Use whole sample,Vacuum centrifuge then add 25 uL,,
E83,Symphyotrichum novae-angliae,,,,Spaulding 12572,UNA00068901,Roadside along pasture fence off SR-97 just south of Haynesville. Black prairie district of the East Gulf Coastal Plain. Vernacular name: New England Aster,,AL,Lowndes,32.1722222,-85.428333,SERNEC,,1,32.1722222,-85.428333,UNA,,54.9,51.1,53,,,,Yes,2544,9.433962264,15.56603774,,
E84,Symphyotrichum novae-angliae,,,,Keener 3256,UNA00066955,Rays purple. Roadside. Road cut and chalk embankment. 1 air mi. NNE of Livingston. Along Hopkins Street just S of Lake LU.,,AL,Sumter,32.5983333,-87.806667,SERNEC,,1,32.5983333,-87.806667,UNA,,27.9,27.4,27.65,,,,Yes,1327.2,18.08318264,6.91681736,,
E85,Symphyotrichum novae-angliae,,,,Thomas 1235,UNA00045131,6 miles south of Greensboro on Hwy. 25. Roadside and surrounding fields. Common along fence rows. Black prairie soil.,,AL,Hale,32.60861,-87.57667,SERNEC,,1,32.60861,-87.57667,UNA,,15.5,14.8,15.15,,,,Yes,727.2,33.00330033,Vacuum centrifuge then add 25 uL,,
E86,Symphyotrichum novae-angliae,,,,Naugle G 188.1,UNA00045132,About 8.4 miles south of Eutaw on U.S. Hwy 43. Along fence row. Typical black belt soil.,,AL,Greene,32.71,-87.90417,SERNEC,,1,32.71,-87.90417,UNA,,18.3,17.8,18.05,,,,Yes,866.4,27.70083102,Vacuum centrifuge then add 25 uL,,
E87,Symphyotrichum novae-angliae,,,,Spaulding 11648,UNA00059869,Low prairie-like site off CR-101 about 2 miles north of McCrod Crossroads and just south of Kanady Creek. Coosa Valley district of the Ridge & Valley province. Vernacular name: New England Aster. Melson quad,,AL,Cherokee,34.1358333,-84.557222,SERNEC,,1,34.1358333,-84.557222,UNA,,26.5,24.8,25.65,,,,Yes,1231.2,19.49317739,5.506822612,,
E88,Symphyotrichum novae-angliae,,,,Keener 4986,UNA00069998,Low area near remnant of Black belt chalk prairie. 2 air mi. W of Forkland. Along Co. Rd. 69 ca. 1.45 W of jct with Co. Rd. 20,,AL,Greene,32.6430556,-86.093889,SERNEC,,1,32.6430556,-86.093889,UNA,,15.5,13.7,14.6,,,,Yes,700.8,34.24657534,Vacuum centrifuge then add 25 uL,,
E89,Symphyotrichum oblongifolium,,,,Allison 12580,UNA00057653,"Roughly 6 miles NE of Centreville. S side Co. Rd. 26, about 0.1 mile E of bridge over Cahaba River (Pratts Ferry). Shallow soil accumulations on rock faces. ",,AL,Bibb,33.01778,-87.07667,SERNEC,,1,33.01778,-87.07667,UNA,,9.83,9.23,9.53,,,,Yes,457.44,Use whole sample,Vacuum centrifuge then add 25 uL,,
E90,Symphyotrichum oblongifolium,Misidentified,RAF,,Keener 401,UNA00054091,Roadside. Purple rays. 0.5 air mi. SW of Altoona. 0.5 mi. SW of Altoona along AL 132. T12S R3E S4,,AL,Blount,34.0227778,-85.666389,SERNEC,,1,34.0227778,-85.666389,UNA,,14.5,14.3,14.4,,,,,1771.2,34.72222222,Vacuum centrifuge then add 25 uL,,
E91,Symphyotrichum ericoides var. prostratum,,,,Jones 549,UNA00044955,"Meadow, Beresford, Union County.",,SD,Union,42.8717888,-96.6772947,County centroid,,1,,,UNA,,5.4,5.16,5.28,,,,Yes,649.44,Use whole sample,Vacuum centrifuge then add 25 uL,,
E92,Symphyotrichum ericoides var. ericoides,,,,Jones 2738,UNA00044952,"Stem pubescence ascending to spreading. Plant cultivated in Phillips Tract, neat Urbana, Champaign, Co., Illinois. Orig. coll No. 470, from Benton Co., Indiana. Living P1. No. 71-17",,IL,Champaign,40.1164841,-88.2430932,County centroid,,1,,,UNA,,14.9,13.5,14.2,,,,Yes,1746.6,35.21126761,Vacuum centrifuge then add 25 uL,,
E93,Symphyotrichum ericoides,Misidentified,RAF,Low QC,Davidson 834,UNA00044953,Edge of field near stream W:L. Hutcheson Memorial forest. Middlebush Allovial material and Brunswick Red Shale,,NJ,Middlesex,40.4279708,-74.3963102,County centroid,,1,,,UNA,,11.9,10,10.95,,,,Yes,1346.85,45.66210046,Vacuum centrifuge then add 25 uL,,
E94,Symphyotrichum ericoides,,,,Bradley 13946,UNA00044954,"Old field under power lines, about 0.3 mi. N of US 29-211 on Pleasant Valleye Road, west of Centerville.",,VA,Fairfax,38.8462236,-77.3063733,County centroid,,1,,,UNA,,--,--,#DIV/0!,,,,Yes,#DIV/0!,#DIV/0!,#DIV/0!,,
E95,Symphyotrichum ericoides,,,Low QC,Wilson 4097,UNA00044956,"On rocky calcerous hillside. Overlooking Trinity River Valley, 800 Block, Greer Street, Fort Worth, Texas.",,TX,Tarrant,32.7513658,-97.335696,County centroid,,1,,,UNA,,6.16,5.23,5.695,,,,Yes,700.485,Use whole sample,Vacuum centrifuge then add 25 uL,,
E96,Symphyotrichum patens,,,,Howell 315,UNA00062025,"Roadside and open woods. 4.5 air mi. E of Gordonsburg. Stream off TN 99, 0.8 mi. W of Maury-Lewis co. line",,TN,Lewis,35.5666667,-86.666667,SERNEC,,1,35.5666667,-86.666667,UNA,,9.38,9.45,9.415,,,,Yes,1158.045,Use whole sample,Vacuum centrifuge then add 25 uL,,
E97,Symphyotrichum patens var. patens,,,,Parks 35,UNA00044985,College Station Brazos Co. Texas,,TX,Brazos,30.6993189,-96.3497772,County centroid,,1,,,UNA,,8.25,8.03,8.14,,,,,1001.22,61.42506143,Vacuum centrifuge then add 25 uL,,
E98,Symphyotrichum patens,,,Low QC,Holmes 2299,UNA00044984,"Natchitoches Parish; NSU Well Woods; ca 1 mi W of Natchitoches off Hwy 6; mixed rich woods; rays blue, disc yellow",,LA,,,,,,1,,,UNA,,18.3,18,18.15,,,,,2232.45,27.54820937,Vacuum centrifuge then add 25 uL,,
E99,Symphyotrichum amethystinum,,,,McDaniel 15695,UNA00045067,"Ca 4 mi E of Wahalak prairie woods & open chalk slope, NW 1.4 Sect. 9, Black Belt, local chalky praririe, rays rich purple",,MS,Kemper,32.7307497,-88.6604179,County centroid,,1,,,UNA,,1.86,1.63,1.745,,,,Yes,214.635,Use whole sample,Vacuum centrifuge then add 25 uL,,
E100,Symphyotrichum concolor,,,Low QC,Lane 1599,UNA00044891,"Dry sandy field with scattered pines, 10 mi WSW of Cordele",,GA,Crisp,31.9152265,-83.77777,County centroid,,1,,,UNA,,13.9,14.1,14,,,,,1722,35.71428571,Vacuum centrifuge then add 25 uL,,
E101,Symphyotrichum concolor,Symphyotrichum cf. sericeum,RAF,Low QC,Parks 29,UNA00044889,"College Station, Texas",,TX,Brazos,30.6993189,-96.3497772,County centroid,,1,,,UNA,,1.54,1.41,1.475,,,,Yes,181.425,Use whole sample,Vacuum centrifuge then add 25 uL,,
E102,Symphyotrichum concolor,,,,Jones 6108,UNA00044894,"Sandy soil, open pine forest near bridge of the Santee Cana north of Cross, Berkeley Co. ",,SC,,,,,,1,,,UNA,,1.8,1.76,1.78,,,,Yes,218.94,Use whole sample,Vacuum centrifuge then add 25 uL,,
E103,Symphyotrichum eatonii,,,,Jones 3955,UNA00045081,"Moist gravel along Camas Creek, 12 miles east of Ukiah,Umtilla County. Elev. ca. 1,000m",,OR,,,,,,1,,,UNA,,2.89,2.77,2.83,,,,Yes,348.09,Use whole sample,Vacuum centrifuge then add 25 uL,,
E104,Symphyotrichum elliotii,,,,Bradley 3579,UNA00045082,"Along bank of Northeast Cape Fear River, near bridge of U.S. 74-76-241, in Wilmington",,NC,New Hanover,34.2751052,-77.8818627,County centroid,,1,,,UNA,,5.09,4.79,4.94,,,,Yes,607.62,Use whole sample,Vacuum centrifuge then add 25 uL,,
E105,Symphyotrichum falcatum var. commutatum,,,Low QC,Jones 3611,UNA00045085,"Cultivated (in garden). Orig. No 1053, from east-central Colorado. Living No. 72-21. Plant sprawling, stoloniferous. Heads relatively large. ",,CO,,,,,,1,,,UNA,,2.87,2.69,2.78,,,,Yes,341.94,Use whole sample,Vacuum centrifuge then add 25 uL,,
E106,Symphyotrichum falcatum var. falcatum,,,,Jones 2449,UNA00045086,"Cult. in greenhouse. Plants with mormoid rhizome system; stem pubbescence strigose; heads small. Liv. Pl. 72-61; orig. coll. 1203 B, from Medicine Hat Distr., Alberta",,,,,,SERNEC,,1,,,UNA,,4.34,4.14,4.24,,,,Yes,521.52,Use whole sample,Vacuum centrifuge then add 25 uL,,
E107,Symphyotrichum foliaceum var. foliaceum,Unknown,RAF,,Deason s.n.,UNA00026137,Abandoned mine. Elevation 10000 ft.,,CO,Mineral,37.6584133,106.9311267,County centroid,,1,,,UNA,,1.34,1.32,1.33,,,,Yes,163.59,Use whole sample,Vacuum centrifuge then add 25 uL,,
E108,Symphyotrichum grandiflorum,,,,Radford 11633,UNA00045094,"Roadside along pasture on U.S. 15-501, 5.0 miles south of Chapel Hill",,NC,Chatham,35.7151316,-79.2533035,County centroid,,1,,,UNA,,2.42,2.33,2.375,,,,Yes,292.125,Use whole sample,Vacuum centrifuge then add 25 uL,,
E109,Symphyotrichum hendersonii,Eurybia cf. merita,RAF,,Jackson 60869,UNA00045087,Rocky bottoms and low ridges,,MT,Beaverhead,45.1708403,-112.9537553,County centroid,,1,,,UNA,,3.8,3.76,3.78,,,,Yes,464.94,Use whole sample,Vacuum centrifuge then add 25 uL,,
E110,Symphyotrichum lanceolatum subsp. lanceolatum,,,,Jones 509,UNA00045138,"Wet ground, near Grinell, Poweshiek County",,IA,Poweshiek,41.6816512,-92.5435034,County centroid,,1,,,UNA,,4.23,4.15,4.19,,,,Yes,515.37,Use whole sample,Vacuum centrifuge then add 25 uL,,
E111,Symphyotrichum novae-angliae,,,,Kral 37556,UNA00045139,"Murphreesboro, ca 2 mi SE by US 41",,TN,Rutherford,35.8563421,-86.4205249,County centroid,,1,,,UNA,,3.43,3.18,3.305,,,,Yes,406.515,Use whole sample,Vacuum centrifuge then add 25 uL,,
E112,Symphyotrichum novae-angliae,,,,Radford 45443,UNA00045140,Roadside near jct. of US 221 and NC 88,,NC,Ashe,36.4393554,-81.5076569,County centroid,,1,,,UNA,,2.26,1.91,2.085,,,,Yes,256.455,Use whole sample,Vacuum centrifuge then add 25 uL,,
E113,Symphyotrichum novi-belgii,,,,Leonard 2139,UNA00045141,Old lake bed along Co. Rt. 1040 3.4 miles west of NC 177 at Hamlet,,NC,Richmond,35.0288383,-79.7333261,County centroid,,1,,,UNA,,6.12,5.67,5.895,,,,Yes,725.085,Use whole sample,Vacuum centrifuge then add 25 uL,,
E114,Symphyotrichum oblongifolium,,,,Kral 64698,UNA00065542,"Limestone bluffs above Harpeth River by I-40, just e. of Kingston Springs exit.",,TN,Cheatham,36.2444954,-87.0967857,County centroid,,1,,,UNA,,9.69,9.28,9.485,,,,Yes,1166.655,Use whole sample,Vacuum centrifuge then add 25 uL,,
E115,Symphyotrichum oblongifolium,Misidentified,RAF,,Kuhajada s.n.,UNA00055396,"Middle Fork of Little Pigeon River at TN Hwy 416, adjacent to Ernest McMahan Road, 3.2 mi. S of jct 416 and Richardson Cove road; 3 mi. SE of Richardson Cove",,TN,Sevier,35.8047065,-83.5291901,County centroid,,1,,,UNA,,19.9,18.5,19.2,,,,Yes,2361.6,26.04166667,Vacuum centrifuge then add 25 uL,,
E116,Symphyotrichum oblongifolium,,,,Kral 57193,UNA00050690,"Limestone glades and slopes by Factory Road, e. of Murphreesboro",,TN,Rutherford,35.8563421,-86.4205249,County centroid,,1,,,UNA,,18.5,18.1,18.3,,,,,2250.9,27.32240437,Vacuum centrifuge then add 25 uL,,
E117,Symphyotrichum oblongifolium,,,,Shoals 30196,UNA00045142,Low hills. Common. Jimmie Creek. Bull Shoals Dam Reservior ,,AR,Marion,36.2378521,-92.6999559,County centroid,,1,,,UNA,,3.07,3.01,3.04,,,,Yes,145.92,Use whole sample,Vacuum centrifuge then add 25 uL,,
E118,Symphyotrichum oblongifolium,,,,Jones 1820,UNA00045143,Cultivated in greenhouse. Living plant no. 71-100. Orig. coll. 609 from Mason Co.,,IL,Mason,40.2302271,-89.8660433,County centroid,,1,,,UNA,,5.91,5.46,5.685,,,,Yes,272.88,Use whole sample,Vacuum centrifuge then add 25 uL,,
E119,Symphyotrichum oblongifolium,,,,Cusick 12872A,UNA00045144,"Common ""Cinder barrens"", piles of nearly barren residue from steel-making operation of Wheeling Steel Corp., also on talus of shale cliff facing Ohio River, Ohio River Valley, Archer Hill Road at State Route 2, near Follansbee, Brooke County, West Viriginia",,WV,Brooke,40.2729451,-80.5699497,County centroid,,1,,,UNA,,7.19,6.88,7.035,,,,Yes,337.68,Use whole sample,Vacuum centrifuge then add 25 uL,,
E120,Symphyotrichum ontarione,,,,MacDonald 9959,UNA00045145,"Aberdeen, where Hwy. 25 crosses James Creek on SW edge of twon; T14S, R7E, S33, the SW/4 of the SE/4. Common in and along edge of woods on heavy clay soil ",,MS,Monroe,33.8884929,-88.4747009,County centroid,,1,,,UNA,,17.8,17.2,17.5,,,,Yes,840,28.57142857,Vacuum centrifuge then add 25 uL,,
E121,Symphyotrichum prenanthoides,,,,Radford 45432,UNA00045149,"Open, rich woods, 2.8 miles northwest of Boone.",,NC,Watuga,32.7471922,-80.0637608,County centroid,,1,,,UNA,,3.22,3.06,3.14,,,,Yes,150.72,Use whole sample,Vacuum centrifuge then add 25 uL,,
E122,Symphyotrichum sagittifolium,,,,Kral 37496,UNA00045032,"Banks of Big Bigby Creek where crossed by Tenn 99, w. of Columbia; rays blue",,TN,Maury,35.6285992,-87.0736684,County centroid,,1,,,UNA,,3.52,3.65,3.585,,,,,440.955,Use whole sample,Vacuum centrifuge then add 25 uL,,
E123,Symphyotrichum sericeum,,,,Jones 887,UNA00045151,"Sandy soil, Reavis Springs Hill Prairie, south of Easton",,IL,Mason,40.2302271,-89.8660433,County centroid,,1,,,UNA,,2.61,2.46,2.535,,,,Yes,121.68,Use whole sample,Vacuum centrifuge then add 25 uL,,
E124,Symphyotrichum shortii,,,,Jones 40959,UNA00045152,"Allerton Park, near Monticello, Piatt Co.",,IL,Piatt,39.967291,-88.6072399,County centroid,,1,,,UNA,,2.78,2.64,2.71,,,,Yes,130.08,Use whole sample,Vacuum centrifuge then add 25 uL,,
E125, Symphyotrichum subspicatum,,,,Jones 3931,UNA00045154,Moist ground along ditch; plants colonial with creeing rhizome system. North of Bellingham,,WA,Whatcom,48.8107819,-121.8828175,County centroid,,1,,,UNA,,23.7,23.4,23.55,,,,,2896.65,21.23142251,3.768577495,,
E126,Symphyotrichum subulatum,,,,Jones 3188,UNA00045155,"Grown from achenes of plants collected by Shildneck (No. 5638) in Oklahome. Open field, Phillips Tract, northeast of Urbana",,IL,Champaign,40.1164841,-88.2430932,County centroid,,1,,,UNA,,2.95,2.81,2.88,,,,Yes,138.24,Use whole sample,Vacuum centrifuge then add 25 uL,,
E127,Symphyotrichum turbinellum,,,Low QC,Demaree 31526,UNA00045157,Cutover woods on Crowleys Ridge,,AR,Greene,36.091803,-90.5778883,County centroid,,1,,,UNA,,23.5,23.5,23.5,,,,,2890.5,21.27659574,3.723404255,,
E128,Symphyotrichum vimineum,,,,Kral 92054,UNA00060176,"Disturbed sandy clearing on Live oak/Loblolly woods, Hadley Ferry Rd., ca. 3 mi. NW jct. Meridian Rd., just N of Ochlockonee River",,GA,Grady,30.867067,-84.2322943,County centroid,,1,,,UNA,,7.01,6.84,6.925,,,,Yes,332.4,Use whole sample,Vacuum centrifuge then add 25 uL,,
E129,Symphyotrichum walteri,,,,Duncan 23854,UNA00045546,"Ligules light purple. Low pineland, sandy soil. 4.8 mi WNW of Odum",,GA,Wayne,31.5675304,-81.9131554,County centroid,,1,,,UNA,,10.9,10.9,10.9,,,,,1340.7,45.87155963,Vacuum centrifuge then add 25 uL,,
E130,Symphyotrichum concinnus,,,,Spaulding 11663,UNA00059846,Roadside bank on Colvin Mountain off Websters Chapel Road near Calhoun County line east of US-431 and Cobb Cahaba Valley district of the Ridge & Valley province. Vernacular name: Smooth Purple Aster,,AL,Etowah,33.923052,-85.899736,SERNEC,,1,33.923052,-85.899736,UNA,,2.64,2.46,2.55,,,,Yes,122.4,Use whole sample,Vacuum centrifuge then add 25 uL,,
E131,Symphyotrichum praealtum,,,,Diamond 14242,UNA00062220,Un-numbered dirt road just west of un-named creek. Forming large clones in wet sandy roadside ditch. Needmore quad,,AL,Pike,31.976124,-85.965555,SERNEC,,1,31.976124,-85.965555,UNA,,9.55,9.88,9.715,,,,,1194.945,51.46680391,Vacuum centrifuge then add 25 uL,,
E132,Ampelaster carolinianus,,,,Hansen s.n. ,UNA00045079,"Middleton Fish Camp, on W side of Blue Cypress Lake; 4.3 mi NNE of Fla 60. T32S, R36E, ca. Sec. 6. Swampy, wooded lake margin, with Taxodium, Annona glabra, Acer rubrum. Common vine; flowers blue. ",,FL,Indian River ,27.7041555,-80.5894422,County centroid,,1,,,UNA,,10.9,10.5,10.7,,,,Yes,513.6,46.72897196,Vacuum centrifuge then add 25 uL,,
E133,Canadanthus modestus,,,,Jones 3927,UNA00045097,"Moist gravel along stream, near Glacier in Glacier Nat. Park, ca. 30 miles east of Revelstoke",,British Columbia,,,,,,1,,,UNA,,2.56,2.46,2.51,,,,Yes,120.48,Use whole sample,Vacuum centrifuge then add 25 uL,,
E134,Symphyotrichum concolor,,,Low QC,MacDonald 12425,UNA00066728,"Ca. 4.5 mi. E of Florala; Roadside of Hwy. 79 at 0.55 mi. S of jnct. with Hwy. 4; T7N, R18E, S27. Occasional, rays blue.",,AL,Covington ,31.26667,-86.45,SERNEC,,1,31.26667,-86.45,UNA,,13.5,13.4,13.45,,,,,1654.35,37.17472119,Vacuum centrifuge then add 25 uL,,
E135,Symphyotrichum adnatum,,,,Majure 3164,MISSA031043,"off of Bogue Statinea Rd. just W of Suqalena-Meehan-Savoy Rd; growing in dry, rocky soils in large forest of Pinus palustris, assoc. w/ Danthonia sericea, Gaylussacia dumosa, Vaccinium arboreum, Oxalis grandis, Dichanthelium depauperatum ",,MS,Lauderdale,32.3905206,-88.689636,County centroid,,1,,,MISSA,,15.6,16,15.8,,,,,1943.4,31.64556962,Vacuum centrifuge then add 25 uL,,
E136,Symphyotrichum adnatum,,,,Majure 3619,MISSA030990,"off of Bogue-Statinea Rd., ca. 0.25 km W of Suqualena-Meehan-Savoy Rd.; common in Pinus palustric forest and along roadside in sandy-rocky soils of the Tallahatta formation (Burhstone).",,MS,Lauderdale,32.397414,-88.879248,SERNEC,,1,32.397414,-88.879248,MISSA,,8.15,8,8.075,,,,,993.225,61.91950464,Vacuum centrifuge then add 25 uL,,
E137,Symphyotrichum adnatum,,,,Fishbein 4940,MISSA005836,Ellisville,,MS,Jones,31.60389,-89.19556,SERNEC,,1,31.60389,-89.19556,MISSA,,6.96,6.78,6.87,,,,,845.01,72.78020378,Vacuum centrifuge then add 25 uL,,
E138,Symphyotrichum adnatum,,,Low QC,MacDonald 13684,MISSA005838,"ca 4.5 mi. E of Florala; Roadside of Co. Rd. 79 at ca. 0.1 mile N of Flordia state line. Ligules blue, locally common",,AL,Covington,30.995373,-86.231709,SERNEC,,1,30.995373,-86.231709,MISSA,,11.4,11.4,11.4,,,,,1402.2,43.85964912,Vacuum centrifuge then add 25 uL,,
E139,Symphyotrichum amethystinum,,,,Ahles 6818,MISSA005840,"Prairie strip along railroad, with both supposed parents, between Lotus and Fisher",,IL,Champaign,40.316843,-88.405033,SERNEC,,1,40.316843,-88.405033,MISSA,,2.37,2.33,2.35,,,,Yes,112.8,Use whole sample,Vacuum centrifuge then add 25 uL,,
E140,Symphyotrichum amethystinum,,,,Ahles 6804,MISSA005841,"Prairie strip along railroad, between Fisher and Dewey",,IL,Champaign,40.316981,-88.312975,SERNEC,,1,40.316981,-88.312975,MISSA,,1.29,1.21,1.25,,,,Yes,60,Use whole sample,Vacuum centrifuge then add 25 uL,,
E141,Symphyotrichum concolor,,,,Majure 3618,MISSA030991,"Off of Dean Rd. ca. 0.15 km E of Tallahatta Creek; growing in dry, sandy-rocky soil of the Tallahatta formation (Burhstone); rare; ca. 10 plants along roadside",,MS,Lauderdale ,32.400595,-88.891693,SERNEC,,1,32.400595,-88.891693,MISSA,,4.62,4.33,4.475,,,,Yes,214.8,Use whole sample,Vacuum centrifuge then add 25 uL,,
E142,Symphyotrichum concolor,,,Low QC,Schuster M 390,MISSA005843,"Frequent in dry short leaf pine-Blackjack Oak woods, Oxford, Lafayette Co.: 3-4 miles south of twon along Route 7.",,MS,Lafayette,34.36639,-89.51917,SERNEC,,1,34.36639,-89.51917,MISSA,,4.12,5.63,4.875,,,,Yes,234,Use whole sample,Vacuum centrifuge then add 25 uL,,
E143,Symphyotrichum concolor,,,Low QC,Majure 3636,MISSA030932,"off of York Rd. ca. 4.5 mi E of Lauderdale, just W of Sumter Co., AL state line; growing in sandy soils along roadside; common, leaves slightly galucous, ray flowers dark blue",,MS,Lauderdale ,32.54867,-88.44096,SERNEC,,1,32.54867,-88.44096,MISSA,,5.76,5.02,5.39,,,,Yes,258.72,Use whole sample,Vacuum centrifuge then add 25 uL,,
E144,Symphyotrichum cordifolium,,,,Ray 4725,MISSA005846,2 mi W of Starkville,,MS,Oktibbeha,33.450275,-88.853111,SERNEC,,1,33.450275,-88.853111,MISSA,,39,38.9,38.95,,,,,4790.85,12.83697047,12.16302953,,
E145,Symphyotrichum cordifolium,,,,Ray 8454,MISSA005847,Rich moist soil along dry stream in wooded ravine in eroded Salma chalk hills. Rocky Hill School,,MS,Oktibbeha,33.537339,-88.81833,SERNEC,,1,33.537339,-88.81833,MISSA,,26.1,25.1,25.6,,,,,3148.8,19.53125,5.46875,,
